Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered,Precautionary Dose Administered
11/04/2021,Punjab,1691144,154115,1845259,
11/04/2021,Rajasthan,8582526,1133826,9716352,
11/04/2021,Sikkim,101795,15376,117171,
11/04/2021,Tamil Nadu,3316627,398666,3715293,
11/04/2021,Telangana,1861828,299907,2161735,
11/04/2021,Tripura,727231,91876,819107,
11/04/2021,Uttar Pradesh,7559629,1265790,8825419,
11/04/2021,Uttarakhand,1127424,181457,1308881,
11/04/2021,West Bengal,7051379,931261,7982640,
11/04/2021,Miscellaneous,1591585,1051846,2643431,
11/04/2021,Total,91587400,12941165,104528565,
12/04/2021,Andaman and Nicobar Islands,36572,5713,42285,
12/04/2021,Andhra Pradesh,3380467,533252,3913719,
12/04/2021,Arunachal Pradesh,112658,31586,144244,
12/04/2021,Assam,1263456,267581,1531037,
12/04/2021,Bihar,4374749,579982,4954731,
12/04/2021,Chandigarh,103131,19810,122941,
12/04/2021,Chhattisgarh,4033975,428984,4462959,
12/04/2021,Dadra and Nagar Haveli and Daman and Diu,64704,9407,74111,
12/04/2021,Delhi,1855516,380411,2235927,
12/04/2021,Goa,154531,33557,188088,
12/04/2021,Gujarat,8343790,1155076,9498866,
12/04/2021,Haryana,2308382,218312,2526694,
12/04/2021,Himachal Pradesh,940183,111049,1051232,
12/04/2021,Jammu and Kashmir,1191248,199688,1390936,
12/04/2021,Jharkhand,2127740,302145,2429885,
12/04/2021,Karnataka,5814171,593154,6407325,
12/04/2021,Kerala,4571678,526506,5098184,
12/04/2021,Ladakh,66115,8493,74608,
12/04/2021,Lakshadweep,11146,2650,13796,
12/04/2021,Madhya Pradesh,5605688,641420,6247108,
12/04/2021,Maharashtra,9520725,1008651,10529376,
12/04/2021,Manipur,92517,45162,137679,
12/04/2021,Meghalaya,107587,39039,146626,
12/04/2021,Mizoram,81107,23971,105078,
12/04/2021,Nagaland,86340,27601,113941,
12/04/2021,Odisha,3843843,512252,4356095,
12/04/2021,Puducherry,104246,10305,114551,
12/04/2021,Punjab,1776996,161992,1938988,
12/04/2021,Rajasthan,8759896,1165685,9925581,
12/04/2021,Sikkim,110175,15949,126124,
12/04/2021,Tamil Nadu,3450649,431129,3881778,
12/04/2021,Telangana,1982661,309468,2292129,
12/04/2021,Tripura,737756,95179,832935,
12/04/2021,Uttar Pradesh,8016090,1343474,9359564,
12/04/2021,Uttarakhand,1171271,190795,1362066,
12/04/2021,West Bengal,7242839,983187,8226026,
12/04/2021,Miscellaneous,1598441,1077431,2675872,
12/04/2021,Total,95043039,13490046,108533085,
13/04/2021,Andaman and Nicobar Islands,43069,5832,48901,
13/04/2021,Andhra Pradesh,3383763,534766,3918529,
13/04/2021,Arunachal Pradesh,118869,33024,151893,
13/04/2021,Assam,1274783,275330,1550113,
13/04/2021,Bihar,4457751,592537,5050288,
13/04/2021,Chandigarh,106138,20711,126849,
13/04/2021,Chhattisgarh,4122287,438231,4560518,
13/04/2021,Dadra and Nagar Haveli and Daman and Diu,66368,9697,76065,
13/04/2021,Delhi,1912085,392901,2304986,
13/04/2021,Goa,158199,34357,192556,
13/04/2021,Gujarat,8502799,1202500,9705299,
13/04/2021,Haryana,2422551,236228,2658779,
13/04/2021,Himachal Pradesh,996917,114950,1111867,
13/04/2021,Jammu and Kashmir,1217868,202931,1420799,
13/04/2021,Jharkhand,2197836,308842,2506678,
13/04/2021,Karnataka,5848203,598274,6446477,
13/04/2021,Kerala,4714426,553106,5267532,
13/04/2021,Ladakh,66540,8779,75319,
13/04/2021,Lakshadweep,11852,2719,14571,
13/04/2021,Madhya Pradesh,5903109,658277,6561386,
13/04/2021,Maharashtra,9718039,1035908,10753947,
13/04/2021,Manipur,94174,45804,139978,
13/04/2021,Meghalaya,112648,40207,152855,
13/04/2021,Mizoram,87337,25769,113106,
13/04/2021,Nagaland,92503,28351,120854,
13/04/2021,Odisha,3922145,522096,4444241,
13/04/2021,Puducherry,118439,10832,129271,
13/04/2021,Punjab,1836443,166494,2002937,
13/04/2021,Rajasthan,8886496,1194436,10080932,
13/04/2021,Sikkim,119163,16498,135661,
13/04/2021,Tamil Nadu,3567442,453618,4021060,
13/04/2021,Telangana,2007123,311169,2318292,
13/04/2021,Tripura,744971,97426,842397,
13/04/2021,Uttar Pradesh,8331287,1388612,9719899,
13/04/2021,Uttarakhand,1205293,197902,1403195,
13/04/2021,West Bengal,7328568,1017185,8345753,
13/04/2021,Miscellaneous,1604430,1101365,2705795,
13/04/2021,Total,97301914,13877664,111179578,
14/04/2021,Andaman and Nicobar Islands,49657,5941,55598,
14/04/2021,Andhra Pradesh,3977725,585348,4563073,
14/04/2021,Arunachal Pradesh,124509,33702,158211,
14/04/2021,Assam,1276967,276936,1553903,
14/04/2021,Bihar,4610622,617258,5227880,
14/04/2021,Chandigarh,108803,21577,130380,
14/04/2021,Chhattisgarh,4186976,447798,4634774,
14/04/2021,Dadra and Nagar Haveli and Daman and Diu,67859,10001,77860,
14/04/2021,Delhi,1971296,405718,2377014,
14/04/2021,Goa,167525,35698,203223,
14/04/2021,Gujarat,8623246,1244295,9867541,
14/04/2021,Haryana,2544910,260930,2805840,
14/04/2021,Himachal Pradesh,1039728,118201,1157929,
14/04/2021,Jammu and Kashmir,1245958,206806,1452764,
14/04/2021,Jharkhand,2280764,315881,2596645,
14/04/2021,Karnataka,5935232,615192,6550424,
14/04/2021,Kerala,4730171,557313,5287484,
14/04/2021,Ladakh,66813,9092,75905,
14/04/2021,Lakshadweep,12503,2805,15308,
14/04/2021,Madhya Pradesh,6205422,684723,6890145,
14/04/2021,Maharashtra,10039359,1086075,11125434,
14/04/2021,Manipur,96396,46535,142931,
14/04/2021,Meghalaya,116428,41065,157493,
14/04/2021,Mizoram,94675,28385,123060,
14/04/2021,Nagaland,98959,29173,128132,
14/04/2021,Odisha,3993009,534902,4527911,
14/04/2021,Puducherry,127079,11074,138153,
14/04/2021,Punjab,1907757,172921,2080678,
14/04/2021,Rajasthan,8997044,1227535,10224579,
14/04/2021,Sikkim,124532,17245,141777,
14/04/2021,Tamil Nadu,3641255,469197,4110452,
14/04/2021,Telangana,2129830,323126,2452956,
14/04/2021,Tripura,747029,98200,845229,
14/04/2021,Uttar Pradesh,8606878,1421961,10028839,
14/04/2021,Uttarakhand,1228455,203622,1432077,
14/04/2021,West Bengal,7398835,1044502,8443337,
14/04/2021,Miscellaneous,1604993,1103306,2708299,
14/04/2021,Total,100179199,14314039,114493238,
15/04/2021,Andaman and Nicobar Islands,54819,6079,60898,
15/04/2021,Andhra Pradesh,4004003,593574,4597577,
15/04/2021,Arunachal Pradesh,127072,34211,161283,
15/04/2021,Assam,1277867,277594,1555461,
15/04/2021,Bihar,4717948,638186,5356134,
15/04/2021,Chandigarh,111665,22898,134563,
15/04/2021,Chhattisgarh,4224216,456370,4680586,
15/04/2021,Dadra and Nagar Haveli and Daman and Diu,69063,10376,79439,
15/04/2021,Delhi,2032057,422908,2454965,
15/04/2021,Goa,173929,39213,213142,
15/04/2021,Gujarat,8730225,1298617,10028842,
15/04/2021,Haryana,2597444,277821,2875265,
15/04/2021,Himachal Pradesh,1070591,121952,1192543,
15/04/2021,Jammu and Kashmir,1285932,214761,1500693,
15/04/2021,Jharkhand,2318659,322587,2641246,
15/04/2021,Karnataka,6061565,643466,6705031,
15/04/2021,Kerala,4899857,597159,5497016,
15/04/2021,Ladakh,66918,9554,76472,
15/04/2021,Lakshadweep,13243,2901,16144,
15/04/2021,Madhya Pradesh,6350073,708665,7058738,
15/04/2021,Maharashtra,10357897,1154831,11512728,
15/04/2021,Manipur,97793,47697,145490,
15/04/2021,Meghalaya,120725,42546,163271,
15/04/2021,Mizoram,105266,30317,135583,
15/04/2021,Nagaland,102972,30077,133049,
15/04/2021,Odisha,4121043,564788,4685831,
15/04/2021,Puducherry,136469,11920,148389,
15/04/2021,Punjab,1982703,183348,2166051,
15/04/2021,Rajasthan,9095197,1265134,10360331,
15/04/2021,Sikkim,130118,18437,148555,
15/04/2021,Tamil Nadu,3808634,515120,4323754,
15/04/2021,Telangana,2283977,338539,2622516,
15/04/2021,Tripura,747072,98224,845296,
15/04/2021,Uttar Pradesh,8791482,1482514,10273996,
15/04/2021,Uttarakhand,1254098,212872,1466970,
15/04/2021,West Bengal,7415397,1053441,8468838,
15/04/2021,Miscellaneous,1611266,1125557,2736823,
15/04/2021,Total,102349255,14874254,117223509,
16/04/2021,Andaman and Nicobar Islands,61411,6323,67734,
16/04/2021,Andhra Pradesh,4007551,596253,4603804,
16/04/2021,Arunachal Pradesh,130828,35887,166715,
16/04/2021,Assam,1283012,281478,1564490,
16/04/2021,Bihar,4776572,651465,5428037,
16/04/2021,Chandigarh,114800,24346,139146,
16/04/2021,Chhattisgarh,4280491,469569,4750060,
16/04/2021,Dadra and Nagar Haveli and Daman and Diu,70628,10848,81476,
16/04/2021,Delhi,2065707,438387,2504094,
16/04/2021,Goa,182592,42392,224984,
16/04/2021,Gujarat,8814503,1351100,10165603,
16/04/2021,Haryana,2658282,299528,2957810,
16/04/2021,Himachal Pradesh,1112734,128855,1241589,
16/04/2021,Jammu and Kashmir,1322237,222437,1544674,
16/04/2021,Jharkhand,2351741,330299,2682040,
16/04/2021,Karnataka,6226678,683721,6910399,
16/04/2021,Kerala,5042561,639411,5681972,
16/04/2021,Ladakh,67005,9963,76968,
16/04/2021,Lakshadweep,13655,2931,16586,
16/04/2021,Madhya Pradesh,6392966,722771,7115737,
16/04/2021,Maharashtra,10659857,1227002,11886859,
16/04/2021,Manipur,99928,48707,148635,
16/04/2021,Meghalaya,124096,43457,167553,
16/04/2021,Mizoram,117031,31042,148073,
16/04/2021,Nagaland,107194,30445,137639,
16/04/2021,Odisha,4207944,587076,4795020,
16/04/2021,Puducherry,144659,12835,157494,
16/04/2021,Punjab,2067068,194556,2261624,
16/04/2021,Rajasthan,9207156,1316216,10523372,
16/04/2021,Sikkim,135545,19751,155296,
16/04/2021,Tamil Nadu,3969605,562878,4532483,
16/04/2021,Telangana,2447944,354480,2802424,
16/04/2021,Tripura,756499,106159,862658,
16/04/2021,Uttar Pradesh,8978586,1560116,10538702,
16/04/2021,Uttarakhand,1291499,227568,1519067,
16/04/2021,West Bengal,7499557,1109748,8609305,
16/04/2021,Miscellaneous,1618362,1149157,2767519,
16/04/2021,Total,104408484,15529157,119937641,
17/04/2021,Andaman and Nicobar Islands,67540,6568,74108,
17/04/2021,Andhra Pradesh,4010028,597947,4607975,
17/04/2021,Arunachal Pradesh,134090,36852,170942,
17/04/2021,Assam,1295693,290745,1586438,
17/04/2021,Bihar,4896516,682953,5579469,
17/04/2021,Chandigarh,117734,25520,143254,
17/04/2021,Chhattisgarh,4377025,493552,4870577,
17/04/2021,Dadra and Nagar Haveli and Daman and Diu,71964,11179,83143,
17/04/2021,Delhi,2121119,451598,2572717,
17/04/2021,Goa,191878,45278,237156,
17/04/2021,Gujarat,8921816,1415632,10337448,
17/04/2021,Haryana,2706400,316552,3022952,
17/04/2021,Himachal Pradesh,1143734,134355,1278089,
17/04/2021,Jammu and Kashmir,1358847,230405,1589252,
17/04/2021,Jharkhand,2394315,339902,2734217,
17/04/2021,Karnataka,6449748,742880,7192628,
17/04/2021,Kerala,5158593,673960,5832553,
17/04/2021,Ladakh,67157,10662,77819,
17/04/2021,Lakshadweep,14259,2992,17251,
17/04/2021,Madhya Pradesh,6548033,757281,7305314,
17/04/2021,Maharashtra,10850268,1289185,12139453,
17/04/2021,Manipur,102125,50010,152135,
17/04/2021,Meghalaya,125525,43950,169475,
17/04/2021,Mizoram,122337,31701,154038,
17/04/2021,Nagaland,108524,30527,139051,
17/04/2021,Odisha,4262088,603177,4865265,
17/04/2021,Puducherry,150083,13683,163766,
17/04/2021,Punjab,2145957,206561,2352518,
17/04/2021,Rajasthan,9332463,1366308,10698771,
17/04/2021,Sikkim,139394,20729,160123,
17/04/2021,Tamil Nadu,4064944,605837,4670781,
17/04/2021,Telangana,2585616,367294,2952910,
17/04/2021,Tripura,766319,114048,880367,
17/04/2021,Uttar Pradesh,9102697,1610042,10712739,
17/04/2021,Uttarakhand,1324657,240780,1565437,
17/04/2021,West Bengal,7577349,1162724,8740073,
17/04/2021,Miscellaneous,1624241,1168145,2792386,
17/04/2021,Total,106431076,16191514,122622590,
18/04/2021,Andaman and Nicobar Islands,71357,6879,78236,
18/04/2021,Andhra Pradesh,4013148,599876,4613024,
18/04/2021,Arunachal Pradesh,135397,37272,172669,
18/04/2021,Assam,1303062,294473,1597535,
18/04/2021,Bihar,4985475,702078,5687553,
18/04/2021,Chandigarh,119500,26100,145600,
18/04/2021,Chhattisgarh,4449075,508082,4957157,
18/04/2021,Dadra and Nagar Haveli and Daman and Diu,72365,11314,83679,
18/04/2021,Delhi,2162311,458984,2621295,
18/04/2021,Goa,198368,46209,244577,
18/04/2021,Gujarat,8992115,1459131,10451246,
18/04/2021,Haryana,2740753,325563,3066316,
18/04/2021,Himachal Pradesh,1153057,136443,1289500,
18/04/2021,Jammu and Kashmir,1386613,235537,1622150,
18/04/2021,Jharkhand,2427168,348265,2775433,
18/04/2021,Karnataka,6532579,764192,7296771,
18/04/2021,Kerala,5189796,680436,5870232,
18/04/2021,Ladakh,67185,10672,77857,
18/04/2021,Lakshadweep,15125,3099,18224,
18/04/2021,Madhya Pradesh,6566455,763446,7329901,
18/04/2021,Maharashtra,10959587,1314386,12273973,
18/04/2021,Manipur,102997,50127,153124,
18/04/2021,Meghalaya,125611,43967,169578,
18/04/2021,Mizoram,122419,31764,154183,
18/04/2021,Nagaland,109570,30536,140106,
18/04/2021,Odisha,4311575,618792,4930367,
18/04/2021,Puducherry,151684,13963,165647,
18/04/2021,Punjab,2205090,213042,2418132,
18/04/2021,Rajasthan,9459005,1425801,10884806,
18/04/2021,Sikkim,140119,20939,161058,
18/04/2021,Tamil Nadu,4091849,620052,4711901,
18/04/2021,Telangana,2591197,369108,2960305,
18/04/2021,Tripura,769529,116602,886131,
18/04/2021,Uttar Pradesh,9106356,1612019,10718375,
18/04/2021,Uttarakhand,1326582,241590,1568172,
18/04/2021,West Bengal,7593079,1171094,8764173,
18/04/2021,Miscellaneous,1624617,1168963,2793580,
18/04/2021,Total,107371770,16480796,123852566,
19/04/2021,Andaman and Nicobar Islands,75722,7363,83085,
19/04/2021,Andhra Pradesh,4140857,616127,4756984,
19/04/2021,Arunachal Pradesh,140794,39493,180287,
19/04/2021,Assam,1352132,325637,1677769,
19/04/2021,Bihar,5100351,737776,5838127,
19/04/2021,Chandigarh,122192,27795,149987,
19/04/2021,Chhattisgarh,4517261,526449,5043710,
19/04/2021,Dadra and Nagar Haveli and Daman and Diu,73240,11705,84945,
19/04/2021,Delhi,2202789,479376,2682165,
19/04/2021,Goa,204861,48923,253784,
19/04/2021,Gujarat,9083441,1537391,10620832,
19/04/2021,Haryana,2805495,357518,3163013,
19/04/2021,Himachal Pradesh,1184947,143716,1328663,
19/04/2021,Jammu and Kashmir,1439629,248768,1688397,
19/04/2021,Jharkhand,2449355,358538,2807893,
19/04/2021,Karnataka,6711272,832053,7543325,
19/04/2021,Kerala,5299366,727439,6026805,
19/04/2021,Ladakh,67732,12863,80595,
19/04/2021,Lakshadweep,15339,3143,18482,
19/04/2021,Madhya Pradesh,6701986,805465,7507451,
19/04/2021,Maharashtra,11240723,1409543,12650266,
19/04/2021,Manipur,106512,51199,157711,
19/04/2021,Meghalaya,129154,45559,174713,
19/04/2021,Mizoram,131788,33045,164833,
19/04/2021,Nagaland,117084,31597,148681,
19/04/2021,Odisha,4413360,659405,5072765,
19/04/2021,Puducherry,153652,15020,168672,
19/04/2021,Punjab,2280439,227634,2508073,
19/04/2021,Rajasthan,9660969,1531150,11192119,
19/04/2021,Sikkim,143952,22657,166609,
19/04/2021,Tamil Nadu,4147880,666782,4814662,
19/04/2021,Telangana,2742190,390557,3132747,
19/04/2021,Tripura,780220,130126,910346,
19/04/2021,Uttar Pradesh,9225108,1684657,10909765,
19/04/2021,Uttarakhand,1366829,261362,1628191,
19/04/2021,West Bengal,7701573,1275170,8976743,
19/04/2021,Miscellaneous,1628987,1186931,2815918,
19/04/2021,Total,109659181,17469932,127129113,
20/04/2021,Andaman and Nicobar Islands,78989,7937,86926,
20/04/2021,Andhra Pradesh,4234813,692923,4927736,
20/04/2021,Arunachal Pradesh,145144,40927,186071,
20/04/2021,Assam,1416049,355511,1771560,
20/04/2021,Bihar,5196802,768873,5965675,
20/04/2021,Chandigarh,124937,29647,154584,
20/04/2021,Chhattisgarh,4561972,540980,5102952,
20/04/2021,Dadra and Nagar Haveli and Daman and Diu,74293,12102,86395,
20/04/2021,Delhi,2238274,494248,2732522,
20/04/2021,Goa,212256,52107,264363,
20/04/2021,Gujarat,9181707,1625731,10807438,
20/04/2021,Haryana,2859343,383115,3242458,
20/04/2021,Himachal Pradesh,1225881,152805,1378686,
20/04/2021,Jammu and Kashmir,1492606,260671,1753277,
20/04/2021,Jharkhand,2477789,371236,2849025,
20/04/2021,Karnataka,6871674,897320,7768994,
20/04/2021,Kerala,5443585,800248,6243833,
20/04/2021,Ladakh,68954,15683,84637,
20/04/2021,Lakshadweep,15724,3287,19011,
20/04/2021,Madhya Pradesh,6725635,817314,7542949,
20/04/2021,Maharashtra,11447503,1497497,12945000,
20/04/2021,Manipur,109889,52228,162117,
20/04/2021,Meghalaya,133700,46932,180632,
20/04/2021,Mizoram,139761,34618,174379,
20/04/2021,Nagaland,122615,32580,155195,
20/04/2021,Odisha,4499013,695368,5194381,
20/04/2021,Puducherry,154986,15824,170810,
20/04/2021,Punjab,2352746,242274,2595020,
20/04/2021,Rajasthan,9828519,1622618,11451137,
20/04/2021,Sikkim,146886,24256,171142,
20/04/2021,Tamil Nadu,4187801,704687,4892488,
20/04/2021,Telangana,2862110,410879,3272989,
20/04/2021,Tripura,791007,143008,934015,
20/04/2021,Uttar Pradesh,9356397,1764383,11120780,
20/04/2021,Uttarakhand,1400682,277957,1678639,
20/04/2021,West Bengal,7831331,1379825,9211156,
20/04/2021,Miscellaneous,1634519,1205819,2840338,
20/04/2021,Total,111645892,18473418,130119310,
21/04/2021,Andaman and Nicobar Islands,80901,8171,89072,
21/04/2021,Andhra Pradesh,4257224,711280,4968504,
21/04/2021,Arunachal Pradesh,148714,41786,190500,
21/04/2021,Assam,1455272,370040,1825312,
21/04/2021,Bihar,5265752,792059,6057811,
21/04/2021,Chandigarh,127635,30930,158565,
21/04/2021,Chhattisgarh,4594206,552504,5146710,
21/04/2021,Dadra and Nagar Haveli and Daman and Diu,74768,12311,87079,
21/04/2021,Delhi,2277806,509326,2787132,
21/04/2021,Goa,218280,54563,272843,
21/04/2021,Gujarat,9251289,1687135,10938424,
21/04/2021,Haryana,2890506,397355,3287861,
21/04/2021,Himachal Pradesh,1244661,156186,1400847,
21/04/2021,Jammu and Kashmir,1533009,268462,1801471,
21/04/2021,Jharkhand,2496799,380775,2877574,
21/04/2021,Karnataka,7005121,953124,7958245,
21/04/2021,Kerala,5512420,841334,6353754,
21/04/2021,Ladakh,70012,18441,88453,
21/04/2021,Lakshadweep,16259,3527,19786,
21/04/2021,Madhya Pradesh,6737936,828447,7566383,
21/04/2021,Maharashtra,11692299,1587671,13279970,
21/04/2021,Manipur,114375,53179,167554,
21/04/2021,Meghalaya,137351,47888,185239,
21/04/2021,Mizoram,144527,36302,180829,
21/04/2021,Nagaland,128949,33469,162418,
21/04/2021,Odisha,4579807,726445,5306252,
21/04/2021,Puducherry,156991,16778,173769,
21/04/2021,Punjab,2403661,254430,2658091,
21/04/2021,Rajasthan,9952757,1697544,11650301,
21/04/2021,Sikkim,147787,24678,172465,
21/04/2021,Tamil Nadu,4223499,742450,4965949,
21/04/2021,Telangana,2965900,429225,3395125,
21/04/2021,Tripura,794923,146775,941698,
21/04/2021,Uttar Pradesh,9450086,1809660,11259746,
21/04/2021,Uttarakhand,1426520,289319,1715839,
21/04/2021,West Bengal,7934485,1461792,9396277,
21/04/2021,Miscellaneous,1635109,1207687,2842796,
21/04/2021,Total,113147596,19183048,132330644,
22/04/2021,Andaman and Nicobar Islands,83377,8600,91977,
22/04/2021,Andhra Pradesh,4337751,992329,5330080,
22/04/2021,Arunachal Pradesh,154057,43521,197578,
22/04/2021,Assam,1510540,390299,1900839,
22/04/2021,Bihar,5345938,825555,6171493,
22/04/2021,Chandigarh,130884,32988,163872,
22/04/2021,Chhattisgarh,4643298,569966,5213264,
22/04/2021,Dadra and Nagar Haveli and Daman and Diu,75414,12677,88091,
22/04/2021,Delhi,2326052,529698,2855750,
22/04/2021,Goa,224566,56863,281429,
22/04/2021,Gujarat,9329491,1770095,11099586,
22/04/2021,Haryana,2929178,416237,3345415,
22/04/2021,Himachal Pradesh,1286023,165347,1451370,
22/04/2021,Jammu and Kashmir,1577017,279978,1856995,
22/04/2021,Jharkhand,2512175,389844,2902019,
22/04/2021,Karnataka,7159742,1031310,8191052,
22/04/2021,Kerala,5603437,900680,6504117,
22/04/2021,Ladakh,70599,20711,91310,
22/04/2021,Lakshadweep,16567,3639,20206,
22/04/2021,Madhya Pradesh,6851566,886903,7738469,
22/04/2021,Maharashtra,11967170,1707979,13675149,
22/04/2021,Manipur,117491,54294,171785,
22/04/2021,Meghalaya,144942,49834,194776,
22/04/2021,Mizoram,156092,38044,194136,
22/04/2021,Nagaland,134903,34316,169219,
22/04/2021,Odisha,4645662,753671,5399333,
22/04/2021,Puducherry,158747,17811,176558,
22/04/2021,Punjab,2449142,266337,2715479,
22/04/2021,Rajasthan,10069713,1766615,11836328,
22/04/2021,Sikkim,149884,27276,177160,
22/04/2021,Tamil Nadu,4269535,807443,5076978,
22/04/2021,Telangana,3150499,456422,3606921,
22/04/2021,Tripura,799805,153939,953744,
22/04/2021,Uttar Pradesh,9564334,1877394,11441728,
22/04/2021,Uttarakhand,1461335,306216,1767551,
22/04/2021,West Bengal,8024983,1533949,9558932,
22/04/2021,Miscellaneous,1641554,1226177,2867731,
22/04/2021,Total,115073463,20404957,135478420,
23/04/2021,Andaman and Nicobar Islands,85201,8965,94166,
23/04/2021,Andhra Pradesh,4464815,1090199,5555014,
23/04/2021,Arunachal Pradesh,159197,45345,204542,
